comment_id,text_clean,language,sentiment_bert_predicted,manual_label
Ugwc3GU5O8Fc51ABaAZ4AaABAg.AZG1nueVLEyAZG93pZpn8r,Four times. Don't forget the Olympics⚽️.,en,NEU,NEG
UgxzI6nSBkMyeBSEvbV4AaABAg,"That kind of dive is normal to get yellow.. what are they talking about ? 😂😂😂 Dive it self has to reward by yellow card, read the rules book. This MC is ridiculous",en,NEU,NEU
UgwSyfwzR-hZDgdSDFt4AaABAg,"<a href="" Morocco 🇲🇦 <br><a href="" Brazil 🇧🇷",en,NEU,NEG
Ugxc6UFKx6Ygcp5t36F4AaABAg,Norway won't go far they just managed to escape if they go and meet even a country like Morocco or England or even Portugal they will kncok them out,en,NEG,NEU
UgytQz1goyBgKfZuGSp4AaABAg.AY88QMsaGnbAY8AfQj9nAe,​-f4c5w Así que Francia es una potencia ocupante que se apoderó de territorios extranjeros... ¿y por qué se invitó al campeonato a los ocupantes mientras que a Rusia no? Resulta ser una política basada en mentiras...,es,NEG,NEG
Ugw5tH5Fb-Lj2ut8bOF4AaABAg.AYycwV_aogtAYymrUOi7EY,foul on the buildup.,en,NEG,NEG
UgzfMYw8j8jiDPye0694AaABAg.AYzFYmJBIXOAYzdsEkg-EA,​ labeled cheats and losers now😂,en,POS,NEU
UgzHflbtoiSFFbNMu3t4AaABAg,"Increíble. Muy lamentable, pero desde el primer juego ya me generó demasiadas dudas. En fin, se pudrió todo el jurásico. 🦕🦕🦕",es,NEG,NEG
Ugy2KLqyam8xCGfVF2t4AaABAg,The beautiful game was here today.,en,POS,NEG
UgxcyNnJboBhalpDN614AaABAg,Ronaldo never got a chance to win a world cup 😭,en,NEU,POS
UgzHUA4tFtTkwk2qouZ4AaABAg.AYyb2-I08QxAYzcqfKkkRr,'s bailed out by the ref in every game,en,NEG,NEG
Ugy5gPeulf-Ex7R-Xsp4AaABAg.AYmfEMbX8E6AYmrJZWNvxH,"Solo imaginen la gran tecnología que el balón cuenta con microchip incorporado, la línea de gol dentro de la portería cuenta con un sensor que alerta cada vez que hay gol. Pero.. en una jugada difícil los comentaristas dicen que las cámaras no lo enfocaron bien? Que es esto? Le anularon 2 goles a Crocia esto es una locura.",es,NEU,NEG
UgyrHF5yKylE5C1I2J94AaABAg.AZ3IOnkERhgAZ3ufvRBJ60,raciste. Praticly all the french players are born in france...,en,NEU,NEG
UgwaAKSe6AcYwGQWL7F4AaABAg.AZ1gekVm90UAZ2SSdQdJso,U must be crying because of Egypt 😅😂,en,NEU,NEG
UgxIOgOdhG1SA-ak3UF4AaABAg,He's probably thinking their goes my parlay ! 😂😂😂,en,NEU,NEG
UgwGeX9u1YNb7oBhCfJ4AaABAg,"England held scoreless at Gillette Stadium, the home stadium of the New England Patriots!",en,NEG,NEU
UgyJZi_C24NkMceofiB4AaABAg,"Es asqueroso los comentaristas como manipulan lo que el aficionado ve ,ROBOOO",es,NEU,NEU
Ugz7e5PdvEmKsbGUdZF4AaABAg,"For the next team, if u win 1-0 against Belgium, just stay there.. cause if you score the 2-0, we will start to believe that, now, it is possible",en,NEG,NEG
Ugz8u3CQwe1VGH3Yn_V4AaABAg,They had casteels and mignolet on the bench for years.,en,NEG,NEG
UgztTf5QXZ5SZYap5Ah4AaABAg.AYPfwY1c5glAYPgLCbfAPu,Won't happen. Portugal isn't making it that far,en,NEU,NEU
UgzaYNQbFt3ssAa5IaF4AaABAg,Cubarsi over Saliba is either a clear bias or these guys don't know ball,en,NEG,NEG
UgyFU4uMI9s7ye4w6tp4AaABAg.AYrTkvUkDcJAYrf_muGt0U,​-m2i4p if you want all that go watch American football. If a team is playing dirty..their shots should be called. Resorting to that because you cannot match the strength is a copout.,en,NEU,NEG
Ugy-zn7c_uUY2Ye-4it4AaABAg,Messi is showing up again like his days at the fifa under 20 world cup... Every attributes makes me remember Messi during his youthful days... Messi won't stop,en,POS,NEG
UgxcesPlCWTzewtaRM14AaABAg.AYrmZ2lvPSiAYs_Gcini1r,Medio gas jajaja estaban cagados si no les pitan ese penal se complicaban,es,NEG,POS
Ugydi2wcYTccrAgtYmd4AaABAg,Como hay invidiosos por aqui. No pueden lidiar con que USA sea el equipo de todos los q son agradecidos. El echo que 🇺🇸 tenga mas victorias q derrotas contra Mexico 🇲🇽 Los tiene rabioso.,es,NEU,NEG
UgwiUnPDPKdKc10Efud4AaABAg.AYTAvHmciA6AYTdDJ-m_Eo,Love Australia! Thank y'all for Tame Impala and much more!,en,POS,NEG
Ugw_ywlu6rElTZD__nN4AaABAg,Lucho Diaz celebration made me emotional! Proud to be Colombian!!🔥,en,NEU,POS
Ugw05nTmZtLw03DiXL14AaABAg.AYtt6cj7lCtAYu77KfBT8o,​ what a r3t.,en,NEG,POS
UgxK_nkgKzTaqi16jBp4AaABAg,The Goat!!!,en,POS,NEG
